SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2 pwm (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),Total current multiplier (mA),zon power (W),wind power (W),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,0.929
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,1.011
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,1.218
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,1.419
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,1.628
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,1.828
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,2.03
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,2.233
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,2.434
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,2.638
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,83.5575455,2.842
0.0,0.0,0.0,0.0,4636.17,0.43,0.13,0.0,121.7,4581.31,0.0,0.01,-17757558.0,24.0,0.0,0.0,24969.291914999994,0.0,16.64619461,46.3617,83.5575455,3.045
0.0,0.0,0.0,0.0,4636.17,0.43,0.13,0.0,121.7,4581.31,0.0,0.01,-17757558.0,24.0,0.0,0.0,24969.291914999994,0.0,16.64619461,46.3617,83.5575455,3.25
0.0,0.0,0.0,0.0,4626.62,0.94,0.27,0.0,287.22,4648.7,0.0,0.01,-21923720.0,23.0,0.0,0.0,29755.481505,0.0,19.83698767,46.2662,83.5575455,3.452
0.0,0.0,0.0,0.0,4626.62,0.94,0.27,0.0,287.22,4648.7,0.0,0.01,-21923720.0,23.0,0.0,0.0,29755.481505,0.0,19.83698767,46.2662,83.5575455,3.658
0.0,0.0,0.0,0.0,4644.56,1.46,0.42,0.0,452.74,4658.25,0.0,0.01,-26144698.0,23.0,0.0,0.0,15721.952565000001,0.0,10.48130171,46.445600000000006,83.5575455,3.863
0.0,0.0,0.0,0.0,4644.56,1.46,0.42,0.0,452.74,4658.25,0.0,0.01,-26144698.0,23.0,0.0,0.0,15721.952565000001,0.0,10.48130171,46.445600000000006,83.5575455,4.064
0.0,0.0,0.0,0.0,4655.26,1.97,0.57,0.0,618.26,4662.85,0.0,0.01,-30380016.0,22.0,0.0,0.0,0.0,0.0,0.0,46.552600000000005,83.5575455,4.269
0.0,0.0,0.0,0.0,4655.26,1.97,0.57,0.0,618.26,4662.85,0.0,0.01,-30380016.0,22.0,0.0,0.0,0.0,0.0,0.0,46.552600000000005,83.5575455,4.467
0.0,0.0,0.0,0.0,4644.22,2.11,0.6,0.0,783.78,4658.36,0.0,0.0,-34612004.0,22.0,0.0,0.0,nan,0.0,0.0,0.0,83.5575455,4.673
0.0,0.0,0.0,0.0,4644.22,2.11,0.6,0.0,783.78,4658.36,0.0,0.0,-34612004.0,22.0,0.0,0.0,nan,0.0,0.0,0.0,83.5575455,4.877
0.0,0.0,0.0,0.0,4644.22,2.11,0.6,0.0,783.78,4658.36,0.0,0.0,-34612004.0,22.0,0.0,0.0,nan,0.0,0.0,0.0,83.5575455,5.082
0.0,0.0,0.0,0.0,4645.37,2.11,0.6,0.0,949.3,4657.9,0.0,0.0,-38836280.0,23.0,0.0,0.0,nan,0.0,0.0,0.0,83.5575455,5.284
0.0,0.0,0.0,0.0,4645.37,2.11,0.6,0.0,949.3,4657.9,0.0,0.0,-38836280.0,23.0,0.0,0.0,nan,0.0,0.0,0.0,83.5575455,5.486
0.0,0.0,0.0,0.0,4651.92,2.1,0.6,0.0,1114.83,4660.78,0.0,0.0,-43078716.0,23.0,0.0,0.0,nan,0.0,0.0,0.0,83.5575455,5.685
0.0,0.0,0.0,0.0,4651.92,2.1,0.6,0.0,1114.83,4660.78,0.0,0.0,-43078716.0,23.0,0.0,0.0,nan,0.0,0.0,0.0,83.5575455,5.89
0.0,0.0,0.0,0.0,4649.74,2.1,0.6,0.0,1280.35,4661.47,0.0,0.0,-47321444.0,24.0,0.0,0.0,nan,0.0,0.0,0.0,83.5575455,6.094
